DOI,Title,Matched Columns,Matched keywards,Matched Columns 2,Matched keywards 2
10.1109/AICAS57966.2023.10168594,Reducing Overhead of Feature Importance Visualization via Static GradCAM Computation,Abstract,tinyml,"Abstract, Abstract, Author Keywords, Author Keywords, Author Keywords","neural network, deep neural network, neural network, convolutional neural network, cnn"
10.1109/AICAS57966.2023.10168576,Binary is All You Need: Ultra-Efficient Arrhythmia Detection with a Binary-Only Compressive System,"Abstract, Abstract, IEEE Terms","bnn, energy consumption, energy consumption","Abstract, Author Keywords","neural network, neural network"
10.1109/AICAS57966.2023.10168560,EpilepsyNet: Interpretable Self-Supervised Seizure Detection for Low-Power Wearable Systems,"Document Title, Abstract","low-power , resource-constrained","Abstract, Abstract, Author Keywords, Author Keywords, IEEE Terms","deep learning, machine learning, supervised learning, supervised learning, deep learning"
10.1109/AICAS57966.2023.10168604,A Column-Parallel Time-Interleaved SAR/SS ADC for Computing in Memory with 2-8bit Reconfigurable Resolution,"Abstract, Abstract, IEEE Terms, IEEE Terms","quantization, energy consumption, quantization, energy consumption",Abstract,neural network
10.1109/AICAS57966.2023.10168585,RRAM-Based Precision-Scaleable Computing-In-Memory Scheme and Its Error Correction Approach,Author Keywords,energy-efficient,"Document Title, Abstract, Author Keywords","precision, precision, precision"
10.1109/AICAS57966.2023.10168660,FrameFire: Enabling Efficient Spiking Neural Network Inference for Video Segmentation,Abstract,energy-efficient,"Document Title, Document Title","neural network, spiking neural network"
10.1109/AICAS57966.2023.10168658,In-memory Activation Compression for GPT Training,Abstract,memory usage,"Abstract, Abstract","transformer, precision"
10.1109/AICAS57966.2023.10168659,Architecture-Aware Optimization of Layer Fusion for Latency-Optimal CNN Inference,Abstract,resource-constrained,"Document Title, Abstract, Author Keywords, Author Keywords","cnn, cnn, neural network, convolutional neural network"
10.1109/AICAS57966.2023.10168590,PN-TMS: Pruned Node-fusion Tree-based Multicast Scheme for Efficient Neuromorphic Systems,"Abstract, Abstract","low-power , energy consumption","Abstract, Abstract","neural network, spiking neural network"
10.1109/AICAS57966.2023.10168603,Embedded neuromorphic attention model leveraging a novel low-power heterogeneous platform,"Document Title, Abstract","low-power , low-power ","Abstract, Abstract","neural network, spiking neural network"
10.1109/AICAS57966.2023.10168598,KP2Dtiny: Quantized Neural Keypoint Detection and Description on the Edge,"Abstract, Abstract, Abstract","low-power , quantization, mcu","Abstract, Abstract, Author Keywords","neural network, deep neural network, neural network"
10.1109/AICAS57966.2023.10168606,F-CNN: Faster CNN Exploiting Data Re-Use with Statistical Analysis,"Abstract, Abstract","resource-constrained, raspberry pi","Document Title, Abstract, Abstract, Author Keywords, IEEE Terms","cnn, cnn, machine learning, cnn, machine learning"
10.1109/AICAS57966.2023.10168577,Free Bits: Latency Optimization of Mixed-Precision Quantized Neural Networks on the Edge,"Document Title, Abstract, Author Keywords, IEEE Terms","latency optimization, quantization, edge ai, quantization","Document Title, Abstract, Abstract, Abstract, Author Keywords","precision, neural network, deep neural network, precision, precision"
10.1109/AICAS57966.2023.10168657,"TinyissimoYOLO: A Quantized, Low-Memory Footprint, TinyML Object Detection Network for Low Power Microcontrollers","Document Title, Abstract, Abstract, Abstract, Abstract, Author Keywords, IEEE Terms","tinyml, quantization, memory-efficient, microcontrollers , energy consumption, quantization, quantization","Abstract, Abstract, Abstract, Author Keywords","neural network, convolutional neural network, cnn, cnn"
10.1109/AICAS57966.2023.10168571,Searching Tiny Neural Networks for Deployment on Embedded FPGA,"Abstract, Abstract","edge ai, neural architecture search","Abstract, Abstract, IEEE Terms","neural network, neural architecture search, deep learning"
10.1109/AICAS57966.2023.10168601,Energy Efficient Software-hardware Co-design of Quantized Recurrent Convolutional Neural Network for Continuous Cardiac Monitoring,"Abstract, Author Keywords","quantization, quantization","Document Title, Document Title, Abstract, Abstract, Abstract","neural network, convolutional neural network, neural network, convolutional neural network, cnn"
10.1109/AICAS57966.2023.10168645,A Lightweight Convolutional Neural Network for Atrial Fibrillation Detection Using Dual-Channel Binary Features from Single-Lead Short ECG,Abstract,low-power ,"Document Title, Document Title, Abstract, Abstract, Abstract, Abstract, Abstract","neural network, convolutional neural network, artificial neural network, neural network, convolutional neural network, ann, f1 score"
10.1109/AICAS57966.2023.10168552,A 12-Lead ECG Delineation Algorithm based on a Quantized CNN-BiLSTM Auto-encoder with 1-12 Mapping,"Abstract, Author Keywords","quantization, quantization","Document Title, Abstract, Abstract, Abstract, Author Keywords, Author Keywords, IEEE Terms","cnn, autoencoder, cnn, data augmentation, cnn, data augmentation, data augmentation"
10.1109/AICAS57966.2023.10168646,Low-Power Convolutional Neural Network Accelerator on FPGA,"Document Title, Abstract, Abstract, IEEE Terms","low-power , resource-constrained, energy consumption, energy consumption","Document Title, Document Title, Abstract, Abstract, Abstract, Author Keywords, Author Keywords, Author Keywords","neural network, convolutional neural network, neural network, convolutional neural network, cnn, neural network, convolutional neural network, cnn"
10.1109/AICAS57966.2023.10168637,Group Vectored Absolute-Value-Subtraction Cell Array for the Efficient Acceleration of AdderNet,"Abstract, Author Keywords","energy-efficient, energy-efficient","Abstract, Author Keywords, Author Keywords","cnn, neural network, cnn"
10.1109/AICAS57966.2023.10168584,GPIL: Gradient with PseudoInverse Learning for High Accuracy Fine-Tuning,Abstract,resource-constrained,"Abstract, Abstract, Author Keywords, Author Keywords, Author Keywords","gradient descent, cnn, neural network, convolutional neural network, gradient descent"
10.1109/AICAS57966.2023.10168623,Online Spatio-Temporal Learning with Target Projection,Abstract,resource-constrained,"Abstract, IEEE Terms","backpropagation, backpropagation"
10.1109/AICAS57966.2023.10168649,LG-LSQ: Learned Gradient Linear Symmetric Quantization for Low-Precision Integer Hardware,"Document Title, Abstract, Author Keywords, Author Keywords, IEEE Terms","quantization, quantization, model compression, quantization, quantization","Document Title, Abstract, Abstract, Abstract, Abstract, Author Keywords, IEEE Terms","precision, backpropagation, activation functions, deep learning, precision, machine learning, deep learning"
10.1109/AICAS57966.2023.10168615,A High Performance Accelerating CNN Inference on FPGA with Arrhythmia Classification,"Abstract, Abstract, IEEE Terms","low-power , quantization, quantization","Document Title, Abstract, Abstract, Author Keywords","cnn, neural network, convolutional neural network, neural network"
10.1109/AICAS57966.2023.10168566,A Hardware-Centric Approach to Increase and Prune Regular Activation Sparsity in CNNs,"Abstract, Author Keywords","pruning, pruning","Abstract, Abstract, IEEE Terms","neural network, cnn, neural network"
10.1109/AICAS57966.2023.10168607,Performance Assessment of an Extremely Energy-Efficient Binary Neural Network Using Adiabatic Superconductor Devices,"Document Title, Abstract, Abstract, Abstract, Abstract, Abstract, Author Keywords, IEEE Terms","energy-efficient, quantization, energy-efficient, binary neural networks, bnn, memory usage, bnn, quantization","Document Title, Abstract","neural network, precision"
10.1109/AICAS57966.2023.10168575,Novel Knowledge Distillation to Improve Training Accuracy of Spin-based SNN,"Document Title, Abstract, Abstract, Author Keywords","knowledge distillation, model compression, knowledge distillation, knowledge distillation","Abstract, Abstract, Abstract, Author Keywords, Author Keywords","neural network, cnn, machine learning, transfer learning, transfer learning"
10.1109/AICAS57966.2023.10168561,High-Accuracy and Energy-Efficient Acoustic Inference using Hardware-Aware Training and a 0.34nW/Ch Full-Wave Rectifier,"Document Title, Abstract, Abstract","energy-efficient, energy-efficient, keyword spotting",Abstract,neural network
10.1109/AICAS57966.2023.10168555,A 1W8R 20T SRAM Codebook for 20% Energy Reduction in Mixed-Precision Deep-Learning Inference Processor System,"Abstract, IEEE Terms","quantization, quantization","Document Title, Author Keywords, Author Keywords","precision, neural network, deep neural network"
10.1109/AICAS57966.2023.10168643,MF-DSNN:An Energy-efficient High-performance Multiplication-free Deep Spiking Neural Network Accelerator,"Document Title, Abstract, IEEE Terms","energy-efficient, energy consumption, energy consumption","Document Title, Document Title, Abstract, Abstract, Abstract","neural network, spiking neural network, artificial neural network, neural network, spiking neural network"
10.1109/AICAS57966.2023.10168622,PPT-KP: Pruning Point Training-based Kernel Pruning for Deep Convolutional Neural Networks,"Document Title, Abstract, Author Keywords","pruning, pruning, pruning","Abstract, Abstract, Abstract, Abstract, Author Keywords, Author Keywords, Author Keywords","neural network, convolutional neural network, l1 regularization, cnn, neural network, convolutional neural network, deep learning"
10.1109/AICAS57966.2023.10168583,An Energy-Efficient and Reconfigurable CNN Accelerator Applied To Lung Cancer Detection,"Document Title, Abstract","energy-efficient, energy consumption","Document Title, Abstract, Abstract, Author Keywords","cnn, neural network, cnn, cnn"
10.1109/AICAS59952.2024.10595968,Analog Features Extractor for Ultra-Low Power Embedded AI Listening and Keyword Spotting,"Document Title, Abstract, Author Keywords","keyword spotting, keyword spotting, keyword spotting","Abstract, Abstract, Abstract, Author Keywords","neural network, convolutional neural network, cnn, machine learning"
10.1109/AICAS59952.2024.10595961,Hardware-Friendly Lightweight Convolutional Neural Network Derivation at The Edge,Author Keywords,bnn,"Document Title, Document Title, Abstract, Abstract, Author Keywords, IEEE Terms","neural network, convolutional neural network, backpropagation, cnn, neural network, backpropagation"
10.1109/AICAS59952.2024.10595974,HeteroEML: Heterogeneous Design Methodology of Edge Machine Learning on CPU+FPGA Platform,Abstract,tvm,"Document Title, Abstract, Author Keywords, IEEE Terms","machine learning, machine learning, machine learning, machine learning"
10.1109/AICAS59952.2024.10595928,PF-Training: Parameter Freezing for Efficient On-Device Training of CNN-based Object Detectors in Low-Resource Environments,"Author Keywords, IEEE Terms","model compression, quantization","Document Title, Abstract, Abstract, Abstract, Author Keywords, Author Keywords","cnn, neural network, convolutional neural network, cnn, transfer learning, transfer learning"
10.1109/AICAS59952.2024.10595876,SNN Architecture for Differential Time Encoding Using Decoupled Processing Time,"Abstract, IEEE Terms","quantization, quantization","Author Keywords, Author Keywords","neural network, spiking neural network"
10.1109/AICAS59952.2024.10595872,Active Dendrites Enable Efficient Continual Learning in Time-To-First-Spike Neural Networks,Abstract,inference time,"Abstract, Abstract, Abstract","neural network, spiking neural network, test set"
10.1109/AICAS59952.2024.10595856,RNN-Based Low Complexity High Speed Channel Estimation Architectures for Vehicular Networks,Abstract,resource-constrained,"Abstract, Abstract, Abstract, Abstract, Abstract","neural network, recurrent neural network, long short-term memory, gated recurrent unit, deep learning"
10.1109/AICAS59952.2024.10595955,Low-Complexity High Speed Residual Network-Augmented Channel Estimation for mmWave Massive MIMO,Abstract,resource-constrained,"Abstract, Abstract, Author Keywords","deep learning, mean squared error, deep learning"
10.1109/AICAS59952.2024.10595885,An end-to-end RNS CNN Accelerator,Abstract,energy-efficient,"Document Title, Abstract, Abstract, Abstract","cnn, neural network, convolutional neural network, cnn"
10.1109/AICAS59952.2024.10595969,A 28nm 343.5fps/W Vision Transformer Accelerator with Integer-Only Quantized Attention Block,"Abstract, Author Keywords, IEEE Terms","quantization, quantization, quantization","Document Title, Abstract, Abstract, Author Keywords","transformer, transformer, precision, transformer"
10.1109/AICAS59952.2024.10595881,DualNet: Efficient Integration of Artificial Neural Network and Spiking Neural Network with Equivalent Conversion,"IEEE Terms, IEEE Terms","quantization, energy consumption","Document Title, Document Title, Document Title, Abstract, Abstract, Author Keywords, Author Keywords, Author Keywords, Author Keywords","artificial neural network, neural network, spiking neural network, neural network, ann, artificial neural network, neural network, spiking neural network, ann"
10.1109/AICAS59952.2024.10595953,SPVT: Spiked Pyramid Vision Transformer,"Abstract, IEEE Terms","energy consumption, energy consumption","Document Title, Abstract, Author Keywords","transformer, transformer, transformer"
10.1109/AICAS59952.2024.10595972,Driving Towards Safety: Online PPG-based Drowsiness Detection with TCNs,Abstract,inference time,Abstract,cross-validation
10.1109/AICAS59952.2024.10595935,Attacking a Joint Protection Scheme for Deep Neural Network Hardware Accelerators and Models,Abstract,low-power ,"Document Title, Document Title, Author Keywords","neural network, deep neural network, neural network"
10.1109/AICAS59952.2024.10595910,A Hybrid Heterogeneous Neural Network Accelerator based on Systolic Array,Abstract,bnn,"Document Title, Abstract, Abstract, Author Keywords, Author Keywords, Author Keywords","neural network, neural network, ann, artificial neural network, neural network, spiking neural network"
10.1109/AICAS59952.2024.10595947,A Low-power 3D Point Clouds Matching Processor with 1D-CNN Prediction and CAM-based In-memory kNN Searching,"Document Title, Abstract","low-power , energy-efficient","Document Title, Document Title, Abstract, Abstract, Abstract, Author Keywords, Author Keywords","cnn, knn, cnn, clustering, knn, cnn, knn"
10.1109/AICAS59952.2024.10595875,An Area and Energy-Efficient SRAM Based Time - Domain Compute-In-Memory Architecture For BNN,"Document Title, Document Title, Abstract, Author Keywords","energy-efficient, bnn, binary neural networks, bnn",Author Keywords,neural network
10.1109/AICAS59952.2024.10595873,An Efficient and Fast Filter Pruning Method for Object Detection in Embedded Systems,"Document Title, Abstract, Abstract, Author Keywords, Author Keywords","pruning, pruning, inference time, pruning, inference time","Abstract, Abstract, Author Keywords","neural network, cnn, cnn"
10.1109/AICAS59952.2024.10595865,FPGA-based CNN Acceleration using Pattern-Aware Pruning,"Document Title, Abstract","pruning, pruning","Document Title, Abstract","cnn, cnn"
10.1109/AICAS59952.2024.10595926,An Analog Neural Network for Estimating Sea State or Wave Height from Inertial Sensor Data,Abstract,low-power ,"Document Title, Abstract, Author Keywords, Author Keywords","neural network, sigmoid activation, artificial neural network, neural network"
10.1109/AICAS59952.2024.10595975,FlexBits: A Configurable Lightweight RISC-V Micro-architecture for Flexible Bit-Width Execution,Abstract,energy-efficient,Abstract,precision
10.1109/AICAS59952.2024.10595908,NeuroSORT: A Neuromorphic Accelerator for Spike-based Online and Real-time Tracking,Abstract,low-power ,"Abstract, Abstract","neural network, spiking neural network"
10.1109/AICAS59952.2024.10595869,High-Density Digital Neuromorphic Processor with High-Precision Neural and Synaptic Dynamics and Temporal Acceleration,"Abstract, Author Keywords, IEEE Terms","energy consumption, energy-efficient, energy consumption","Document Title, Abstract, Abstract, Author Keywords, Author Keywords, Author Keywords","precision, neural network, spiking neural network, neural network, spiking neural network, precision"
10.1109/AICAS59952.2024.10595859,Optimizing Vision Transformers: Leveraging Max and Min Operations for Efficient Pruning,"Document Title, Abstract","pruning, pruning",Abstract,transformer
10.1109/AICAS59952.2024.10595930,Adaptive Image Downscaling for Rate-Accuracy-Latency Optimization of Task-Target Image Compression,"Document Title, Abstract","latency optimization, latency optimization","Abstract, Author Keywords","deep learning, deep learning"
10.1109/AICAS59952.2024.10595939,"Fast, Efficient and Lightweight Compressed Image Super-Resolution Network for Edge Devices","Abstract, IEEE Terms","quantization, quantization","Author Keywords, Author Keywords","neural network, convolutional neural network"
10.1109/AICAS59952.2024.10595894,Progressive Variable Precision DNN With Bitwise Ternary Accumulation,"Abstract, IEEE Terms","quantization, quantization","Document Title, Abstract, Author Keywords","precision, precision, precision"
10.1109/AICAS59952.2024.10595965,Effect of Line Resistance of Passive Memristive Crossbars on Spiking Neural Network Performance,Abstract,low-power ,"Document Title, Document Title, Abstract, Abstract, Author Keywords, IEEE Terms, IEEE Terms","neural network, spiking neural network, neural network, spiking neural network, unsupervised learning, supervised learning, supervised learning"
10.1109/AICAS59952.2024.10595902,A Novel Number Representation and Its Hardware Support for Accurate Low-Bit Quantization on Large Recommender Systems,"Document Title, Abstract, Abstract, Author Keywords, IEEE Terms","quantization, resource-constrained, quantization, quantization, quantization","Abstract, IEEE Terms","deep learning, deep learning"
10.1109/AICAS59952.2024.10595895,AdaQAT: Adaptive Bit-Width Quantization-Aware Training,"Document Title, Abstract, Author Keywords, IEEE Terms","quantization, quantization, quantization, quantization","Abstract, Abstract, Author Keywords","gradient descent, precision, neural network"
10.1109/AICAS59952.2024.10595871,HLC: A Hardware-friendly Quantization and Cache-based Accelerator for Transformer,"Document Title, Abstract, Abstract, Abstract, IEEE Terms","quantization, low-power , model compression, quantization, quantization","Document Title, Abstract, Abstract, Author Keywords","transformer, transformer, precision, transformer"
10.1109/AICAS59952.2024.10595949,PQDE: Comprehensive Progressive Quantization with Discretization Error for Ultra-Low Bitrate MobileNet towards Low-Resolution Imagery,"Document Title, Abstract, Abstract, Author Keywords, Author Keywords, IEEE Terms","quantization, resource-constrained, quantization, model compression, quantization, quantization","Abstract, Abstract, Abstract, Author Keywords, Author Keywords, IEEE Terms","neural network, deep learning, precision, neural network, deep learning, deep learning"
10.1109/AICAS59952.2024.10595985,SRU-Q: Hardware-friendly Stochastic Rounding Unit-based Gradient Quantization for CNN Training,"Document Title, Abstract, Author Keywords, IEEE Terms","quantization, quantization, quantization, quantization","Document Title, Abstract, Abstract, Abstract, IEEE Terms","cnn, backpropagation, cnn, precision, backpropagation"
10.1109/AICAS59952.2024.10595863,ACC: Adaptive Compression Framework for Efficient On-device CNN Training,"Abstract, Abstract, Abstract, Author Keywords, Author Keywords, IEEE Terms","resource-constrained, quantization, pruning, quantization, pruning, quantization","Document Title, Abstract, Author Keywords","cnn, cnn, cnn"
10.1109/AICAS59952.2024.10595870,Language Modeling on a SpiNNaker2 Neuromorphic Chip,Abstract,energy consumption,Abstract,neural network
10.1109/AICAS59952.2024.10595874,Real Post-Training Quantization Framework for Resource-Optimized Multiplier in LLMs,"Document Title, Abstract, IEEE Terms","quantization, quantization, quantization",Abstract,mean squared error
10.1109/AICAS59952.2024.10595950,Accelerate Large Language Model Inference on Edge TPU with OpenVX framework,"Abstract, Abstract, Author Keywords, IEEE Terms","resource-constrained, quantization, quantization, quantization","Abstract, Abstract","neural network, precision"
10.1109/AICAS59952.2024.10595945,ILD-MPQ: Learning-Free Mixed-Precision Quantization with Inter-Layer Dependency Awareness,"Document Title, Abstract, Abstract, Author Keywords, Author Keywords, IEEE Terms, IEEE Terms","quantization, edge ai, quantization, edge ai, quantization, edge ai, quantization","Document Title, Abstract, Author Keywords","precision, precision, precision"
10.1109/AICAS59952.2024.10595956,Q-Segment: Segmenting Images In-Sensor for Vessel-Based Medical Diagnosis,"Abstract, Abstract, Abstract, Author Keywords","low-power , arm cortex-m, inference time, tinyml",Abstract,deep learning
10.1109/AICAS59952.2024.10595922,Microarchitecture Aware Neural Architecture Search for TinyML Devices,"Document Title, Document Title, Abstract, Abstract, Abstract, Author Keywords","tinyml, neural architecture search, tinyml, neural architecture search, nas, neural architecture search","Document Title, Abstract, Abstract, Author Keywords, Author Keywords, IEEE Terms","neural architecture search, neural architecture search, machine learning, neural architecture search, machine learning, machine learning"
10.1109/AICAS59952.2024.10595880,An Energy-Efficient Look-up Table Framework for Super Resolution on FPGA,"Document Title, Abstract","energy-efficient, energy-efficient","Abstract, Abstract","neural network, deep neural network"
10.1109/AICAS59952.2024.10595905,TPC-NAS: Simple and Effective Neural Architecture Search Based on Total Path Count,"Document Title, Document Title, Abstract, Abstract, Author Keywords, Author Keywords","neural architecture search, nas, neural architecture search, nas, neural architecture search, nas","Document Title, Abstract, Abstract, Abstract, Abstract, Author Keywords","neural architecture search, neural network, transformer, neural architecture search, cnn, neural architecture search"
10.1109/AICAS59952.2024.10595915,Adapting Spatial Transformer Networks Across Diverse Hardware Platforms: A Comprehensive Implementation Study,"Abstract, Abstract, Abstract, Author Keywords","resource-constrained, raspberry pi, inference time, raspberry pi","Document Title, Abstract, Author Keywords","transformer, transformer, transformer"
10.1109/AICAS59952.2024.10595971,Too-Hot-to-Handle: Insights into Temperature and Noise Hyperparameters for Differentiable Neural-Architecture-Searches,Abstract,resource-constrained,"Abstract, Abstract","neural network, softmax function"
10.1109/AICAS59952.2024.10595909,An Efficient Ventricular Arrhythmias Detection on Microcontrollers with Optimized 1D CNN,"Document Title, Abstract, Abstract","microcontrollers , tinyml, memory usage","Document Title, Abstract, Abstract, Abstract, IEEE Terms","cnn, neural network, convolutional neural network, cnn, machine learning"
10.1109/AICAS59952.2024.10595931,CS-Net: An End-to-end Network for Motor Imagery Brain-Machine Interface with Adaptive Channel Selection and Compressed Sensing,"Abstract, Abstract","neural architecture search, nas","Abstract, Abstract, Author Keywords","neural network, neural architecture search, neural network"
10.1109/AICAS59952.2024.10595940,Design and Implementation of an Easy-to-Deploy Energy-Efficient Inference Acceleration System for Multi-Precision Neural Networks,"Document Title, Abstract, Abstract, Abstract, IEEE Terms","energy-efficient, low-power , quantization, energy-efficient, quantization","Document Title, Abstract, Abstract, Author Keywords, IEEE Terms","precision, neural network, precision, deep learning, deep learning"
10.1109/EDGE62653.2024.00022,FedCode: Communication-Efficient Federated Learning via Transferring Codebooks,"Abstract, Abstract, Author Keywords","model compression, pruning, model compression","Abstract, Abstract, Author Keywords","machine learning, clustering, clustering"
10.1109/EDGE62653.2024.00023,Characterizing Deep Learning Model Compression with Post-Training Quantization on Accelerated Edge Devices,"Document Title, Document Title, Abstract, Abstract, Abstract, Abstract, Author Keywords, Author Keywords, IEEE Terms","model compression, quantization, edge ai, resource-constrained, model compression, quantization, edge ai, quantization, quantization","Document Title, Abstract, Abstract, IEEE Terms","deep learning, deep learning, precision, deep learning"
10.1109/EDGE62653.2024.00024,Classifier Reuse-Based Contrastive Knowledge Distillation,"Document Title, Abstract, Author Keywords","knowledge distillation, knowledge distillation, knowledge distillation","Abstract, Abstract","supervised learning, supervised learning"
10.1109/EDGE62653.2024.00027,DONNA: Distributed Optimized Neural Network Allocation on CIM-Based Heterogeneous Accelerators,"Abstract, IEEE Terms","energy consumption, energy consumption","Document Title, Abstract","neural network, neural network"
10.1109/EDGE62653.2024.00029,Are Large Language Models Good Neural Architecture Generators for Edge?,"Abstract, Abstract, Author Keywords","neural architecture search, nas, neural architecture search","Abstract, Abstract, Author Keywords","neural architecture search, deep learning, neural architecture search"
10.1109/EDGE62653.2024.00030,EfficientMedSAM: Accelerating Medical Image Segmentation via Neural Architecture Search and Knowledge Distillation,"Document Title, Document Title, Abstract, Abstract, Abstract, Abstract, Author Keywords, Author Keywords","knowledge distillation, neural architecture search, knowledge distillation, neural architecture search, memory-efficient, nas, knowledge distillation, neural architecture search","Document Title, Abstract, Abstract, Abstract, Author Keywords","neural architecture search, transformer, neural architecture search, precision, neural architecture search"
10.1109/EDGE60047.2023.00017,Transfer-Once-For-All: AI Model Optimization for Edge,"Document Title, Abstract, Author Keywords, Author Keywords","model optimization, neural architecture search, neural architecture search, nas","Abstract, Abstract, Author Keywords","neural network, neural architecture search, neural architecture search"
10.1109/EDGE60047.2023.00032,LightESD: Fully-Automated and Lightweight Anomaly Detection Framework for Edge Computing,Abstract,energy consumption,"Abstract, IEEE Terms","deep learning, deep learning"
10.1109/EDGE60047.2023.00041,Improved Knowledge Distillation for Crowd Counting on IoT Devices,"Document Title, Abstract, Abstract, Abstract, Author Keywords, IEEE Terms","knowledge distillation, quantization, pruning, knowledge distillation, knowledge distillation, quantization","Abstract, Abstract, Abstract, Abstract, Abstract, Author Keywords","deep learning, cnn, test set, mae, mse, deep learning"
10.1109/EDGE60047.2023.00042,FedCime: An Efficient Federated Learning Approach For Clients in Mobile Edge Computing,Abstract,resource-constrained,Author Keywords,machine learning
10.1109/EDGE60047.2023.00045,AnalogNAS: A Neural Network Design Framework for Accurate Inference with Analog In-Memory Computing,"Abstract, Abstract, Abstract, Author Keywords, Author Keywords","tinyml, edge ai, resource-constrained, edge ai, neural architecture search","Document Title, Abstract, Abstract, Abstract, Abstract, Author Keywords","neural network, neural network, deep neural network, deep learning, machine learning, neural architecture search"
10.1109/EDGE60047.2023.00046,Reducing Inference Latency with Concurrent Architectures for Image Recognition at Edge,"Abstract, Abstract, Author Keywords, Author Keywords","neural architecture search, nas, edge ai, neural architecture search","Abstract, Abstract, Author Keywords","neural architecture search, deep learning, neural architecture search"
10.1109/EDGE60047.2023.00056,Realising the Power of Edge Intelligence: Addressing the Challenges in AI and tinyML Applications for Edge Computing,"Document Title, Abstract, Abstract, Author Keywords, Author Keywords","tinyml, tinyml, edge ai, tinyml, edge ai","Abstract, IEEE Terms","machine learning, machine learning"
10.1109/EDGE55608.2022.00016,ECBA-MLI: Edge Computing Benchmark Architecture for Machine Learning Inference,Abstract,energy consumption,"Document Title, Abstract, Author Keywords, IEEE Terms","machine learning, machine learning, machine learning, machine learning"
10.1109/EDGE55608.2022.00032,Memory Efficient Binary Convolutional Neural Networks on Microcontrollers,"Abstract, Abstract, Abstract, Author Keywords","binary neural networks, microcontrollers , bnn, binary neural networks","Abstract, IEEE Terms","machine learning, machine learning"
10.1109/EDGE55608.2022.00034,A Novel Heterogeneous Computing Middleware for Mobile AI Services,"Abstract, Abstract","inference time, energy consumption",Author Keywords,deep learning
10.1109/EDGE50951.2020.00008,Vehicle Speed Aware Computing Task Offloading and Resource Allocation Based on Multi-Agent Reinforcement Learning in a Vehicular Edge Computing Network,IEEE Terms,energy consumption,"Document Title, Author Keywords","reinforcement learning, reinforcement learning"
10.1109/EDGE50951.2020.00013,A Service Continuity Management Method for MEC-Assisted C-V2X Applications,"Abstract, IEEE Terms","energy consumption, energy consumption","Abstract, Abstract","gradient boosting, xgboost"
10.1109/EDGE50951.2020.00015,Astraea: Deploy AI Services at the Edge in Elegant Ways,Abstract,energy consumption,"Author Keywords, IEEE Terms","machine learning, machine learning"
10.1109/EDGE50951.2020.00019,Joint Optimization of Task Offloading and Resource Allocation via Deep Reinforcement Learning for Augmented Reality in Mobile Edge Network,"Abstract, IEEE Terms","energy consumption, energy consumption","Document Title, Abstract, Author Keywords, IEEE Terms","reinforcement learning, reinforcement learning, reinforcement learning, reinforcement learning"
10.1109/ISCAS45731.2020.9180405,Weight Isolation-Based Binarized Neural Networks Accelerator,"Abstract, Author Keywords","bnn, binary neural networks",Abstract,neural network
10.1109/ISCAS45731.2020.9180433,A Resource-Optimized Patient-Specific Nonlinear-SVM Hypertension Detection Algorithm for Minimally-Invasive High Blood Pressure Control,"Abstract, Abstract","low-power , energy consumption","Document Title, Abstract","svm, svm"
10.1109/ISCAS45731.2020.9180442,A Mixed-Signal Spatio-Temporal Signal Classifier for On-Sensor Spike Sorting,Abstract,low-power ,Abstract,clustering
10.1109/ISCAS45731.2020.9180443,Memory Organization for Energy-Efficient Learning and Inference in Digital Neuromorphic Accelerators,"Document Title, Abstract, IEEE Terms","energy-efficient, energy-efficient, quantization","Abstract, Abstract","neural network, spiking neural network"
10.1109/ISCAS45731.2020.9180454,Reinforced Bit Allocation under Task-Driven Semantic Distortion Metrics,Abstract,quantization,"Abstract, Abstract, Author Keywords","cnn, reinforcement learning, reinforcement learning"
10.1109/ISCAS45731.2020.9180455,Learning Based Estimation of Video Coding Distortion,"Abstract, Author Keywords, IEEE Terms","quantization, quantization, quantization","Abstract, Abstract","machine learning, ensemble learning"
10.1109/ISCAS45731.2020.9180502,Low-Power Fixed-Point Compressed Sensing Decoder with Support Oracle,Document Title,low-power ,Abstract,precision
10.1109/ISCAS45731.2020.9180506,HyNNA: Improved Performance for Neuromorphic Vision Sensor Based Surveillance using Hybrid Neural Network Architecture,Abstract,low-power ,"Document Title, Abstract, Abstract, Abstract","neural network, neural network, convolutional neural network, cnn"
10.1109/ISCAS45731.2020.9180510,CMOS-Free Magnetic Domain Wall Leaky Integrate-and-Fire Neurons with Intrinsic Lateral Inhibition,Abstract,energy consumption,Author Keywords,neural network
10.1109/ISCAS45731.2020.9180511,Plasticity-Enhanced Domain-Wall MTJ Neural Networks for Energy-Efficient Online Learning,Document Title,energy-efficient,"Abstract, Abstract, Abstract, IEEE Terms, IEEE Terms","backpropagation, machine learning, clustering, supervised learning, supervised learning"
10.1109/ISCAS45731.2020.9180548,Towards Efficient On-Chip Learning using Equilibrium Propagation,"Abstract, Abstract, Abstract, Author Keywords, Author Keywords, IEEE Terms","quantization, pruning, memory usage, quantization, pruning, quantization","Abstract, Abstract, Author Keywords, Author Keywords","backpropagation, deep learning, neural network, deep neural network"
10.1109/ISCAS45731.2020.9180549,Memristor Overwrite Logic (MOL) for Energy-Efficient In-Memory DNN,Document Title,energy-efficient,"Abstract, Author Keywords, Author Keywords","neural network, neural network, deep neural network"
