DOI,Title,Matched Columns,Matched keywards,Matched Columns 2,Matched keywards 2
10.1109/ISCAS45731.2020.9180406,High-Speed Power-Efficient Coarse-Grained Convolver Architecture using Depth-First Compression Scheme,"Abstract, Author Keywords, Author Keywords, Author Keywords","cnn, neural network, convolutional neural network, cnn","Abstract, Author Keywords, Author Keywords, Author Keywords","cnn, neural network, convolutional neural network, cnn"
10.1109/ISCAS45731.2020.9180407,Low-Cost Remarked Counterfeit IC Detection using LDO Regulators,Abstract,machine learning,Abstract,machine learning
10.1109/ISCAS45731.2020.9180409,CT PUF: Configurable Tristate PUF against Machine Learning Attacks,"Document Title, Abstract, Abstract, Abstract, Author Keywords, IEEE Terms","machine learning, artificial neural network, neural network, machine learning, machine learning, machine learning","Document Title, Abstract, Abstract, Abstract, Author Keywords, IEEE Terms","machine learning, artificial neural network, neural network, machine learning, machine learning, machine learning"
10.1109/ISCAS45731.2020.9180416,Investigation of Effect of Stray Capacitances in Air-Core Toroidal Transformer at High-Frequency Oscillation Based on Internal Magnetic Flux Density,"Document Title, Abstract","transformer, transformer","Document Title, Abstract","transformer, transformer"
10.1109/ISCAS45731.2020.9180430,Binary Single-Dimensional Convolutional Neural Network for Seizure Prediction,"Document Title, Document Title, Abstract, Abstract, Abstract, Abstract, Author Keywords, Author Keywords, Author Keywords","neural network, convolutional neural network, neural network, convolutional neural network, deep learning, precision, neural network, convolutional neural network, deep learning","Document Title, Document Title, Abstract, Abstract, Abstract, Abstract, Author Keywords, Author Keywords, Author Keywords","neural network, convolutional neural network, neural network, convolutional neural network, deep learning, precision, neural network, convolutional neural network, deep learning"
10.1109/ISCAS45731.2020.9180431,A Low Complexity SVM Classifier for EEG Based Gesture Recognition using Stochastic Computing,"Document Title, Abstract, Abstract","svm, support vector machine, svm","Document Title, Abstract, Abstract","svm, support vector machine, svm"
10.1109/ISCAS45731.2020.9180432,A CNN Based Human Bowel Sound Segment Recognition Algorithm with Reduced Computation Complexity for Wearable Healthcare System,"Document Title, Abstract","cnn, cnn","Document Title, Abstract","cnn, cnn"
10.1109/ISCAS45731.2020.9180433,A Resource-Optimized Patient-Specific Nonlinear-SVM Hypertension Detection Algorithm for Minimally-Invasive High Blood Pressure Control,"Document Title, Abstract","svm, svm","Document Title, Abstract","svm, svm"
10.1109/ISCAS45731.2020.9180439,A Bio-Inspired Neuromorphic Active Vision System Based on Fixational Eye Movements,"Abstract, Abstract","neural network, spiking neural network","Abstract, Abstract","neural network, spiking neural network"
10.1109/ISCAS45731.2020.9180440,A 28-nm Convolutional Neuromorphic Processor Enabling Online Learning with Spike-Based Retinas,"Abstract, Abstract, Abstract","neural network, cnn, machine learning","Abstract, Abstract, Abstract","neural network, cnn, machine learning"
10.1109/ISCAS45731.2020.9180442,A Mixed-Signal Spatio-Temporal Signal Classifier for On-Sensor Spike Sorting,Abstract,clustering,Abstract,clustering
10.1109/ISCAS45731.2020.9180443,Memory Organization for Energy-Efficient Learning and Inference in Digital Neuromorphic Accelerators,"Abstract, Abstract","neural network, spiking neural network","Abstract, Abstract","neural network, spiking neural network"
10.1109/ISCAS45731.2020.9180445,Detection of Denial of Service Attacks in Communication Networks,"Abstract, Author Keywords","machine learning, machine learning","Abstract, Author Keywords","machine learning, machine learning"
10.1109/ISCAS45731.2020.9180452,Memory-Augmented Auto-Regressive Network for Frame Recurrent Inter Prediction,"Abstract, Abstract, Author Keywords","long short-term memory, attention mechanism, deep learning","Abstract, Abstract, Author Keywords","long short-term memory, attention mechanism, deep learning"
10.1109/ISCAS45731.2020.9180454,Reinforced Bit Allocation under Task-Driven Semantic Distortion Metrics,"Abstract, Abstract, Author Keywords","cnn, reinforcement learning, reinforcement learning","Abstract, Abstract, Author Keywords","cnn, reinforcement learning, reinforcement learning"
10.1109/ISCAS45731.2020.9180455,Learning Based Estimation of Video Coding Distortion,"Abstract, Abstract","machine learning, ensemble learning","Abstract, Abstract","machine learning, ensemble learning"
10.1109/ISCAS45731.2020.9180463,CORDIC-SNN: On-FPGA STDP Learning with Izhikevich Neurons,"Author Keywords, Author Keywords","neural network, spiking neural network","Author Keywords, Author Keywords","neural network, spiking neural network"
10.1109/ISCAS45731.2020.9180467,"Transformer-Combining Digital PA with Efficiency Peaking at 0, −6, and −12 dB Backoff in 32nm CMOS","Document Title, Abstract, Author Keywords, IEEE Terms","transformer, transformer, transformer, transformer","Document Title, Abstract, Author Keywords, IEEE Terms","transformer, transformer, transformer, transformer"
10.1109/ISCAS45731.2020.9180472,A Reliability-Oriented Machine Learning Strategy for Heterogeneous Multicore Application Mapping,"Document Title, Abstract, Abstract, Abstract","machine learning, artificial neural network, neural network, ann","Document Title, Abstract, Abstract, Abstract","machine learning, artificial neural network, neural network, ann"
10.1109/ISCAS45731.2020.9180473,An 85 nW IoT Node-Controlling SoC for MELs Power-Mode Management and Phantom Energy Reduction,Author Affiliations,ann,Author Affiliations,ann
10.1109/ISCAS45731.2020.9180474,A Machine Learning Approach for Improving Power Efficiency on Clustered Multi-Processor System,"Document Title, Author Keywords","machine learning, machine learning","Document Title, Author Keywords","machine learning, machine learning"
10.1109/ISCAS45731.2020.9180475,Adaptive Machine Learning-Based Temperature Prediction Scheme for Thermal-Aware NoC System,"Document Title, Abstract, Abstract, Abstract, Author Keywords","machine learning, artificial neural network, neural network, machine learning, neural network","Document Title, Abstract, Abstract, Abstract, Author Keywords","machine learning, artificial neural network, neural network, machine learning, neural network"
10.1109/ISCAS45731.2020.9180476,Fired Neuron Rate Based Decision Tree for Detection of Adversarial Examples in DNNs,"Document Title, Abstract, Abstract, Abstract, Abstract, Abstract, IEEE Terms","decision tree, neural network, deep neural network, activation functions, deep learning, machine learning, machine learning","Document Title, Abstract, Abstract, Abstract, Abstract, Abstract, IEEE Terms","decision tree, neural network, deep neural network, activation functions, deep learning, machine learning, machine learning"
10.1109/ISCAS45731.2020.9180479,A Novel Feature Extraction Strategy for Hardware Trojan Detection,"Abstract, Abstract, Abstract, Abstract, Author Keywords","machine learning, support vector machine, recall, svm, machine learning","Abstract, Abstract, Abstract, Abstract, Author Keywords","machine learning, support vector machine, recall, svm, machine learning"
10.1109/ISCAS45731.2020.9180486,Through-The-Barrier Communications in Isolated Class-E Converters Embedding a Low-K Transformer,"Document Title, Abstract, IEEE Terms","transformer, transformer, transformer","Document Title, Abstract, IEEE Terms","transformer, transformer, transformer"
10.1109/ISCAS45731.2020.9180489,Adaptive Control-Based Voltage Regulation of a Magnetically Coupled Multiport DC-DC Converter for Electrified Vehicles Applications,IEEE Terms,transformer,IEEE Terms,transformer
10.1109/ISCAS45731.2020.9180493,Efficient Multi-Descriptor Fusion for Non-Intrusive Appliance Recognition,"Abstract, Abstract, Author Keywords, IEEE Terms","machine learning, bagging, bagging, bagging","Abstract, Abstract, Author Keywords, IEEE Terms","machine learning, bagging, bagging, bagging"
10.1109/ISCAS45731.2020.9180502,Low-Power Fixed-Point Compressed Sensing Decoder with Support Oracle,Abstract,precision,Abstract,precision
10.1109/ISCAS45731.2020.9180506,HyNNA: Improved Performance for Neuromorphic Vision Sensor Based Surveillance using Hybrid Neural Network Architecture,"Document Title, Abstract, Abstract, Abstract","neural network, neural network, convolutional neural network, cnn","Document Title, Abstract, Abstract, Abstract","neural network, neural network, convolutional neural network, cnn"
10.1109/ISCAS45731.2020.9180510,CMOS-Free Magnetic Domain Wall Leaky Integrate-and-Fire Neurons with Intrinsic Lateral Inhibition,Author Keywords,neural network,Author Keywords,neural network
10.1109/ISCAS45731.2020.9180511,Plasticity-Enhanced Domain-Wall MTJ Neural Networks for Energy-Efficient Online Learning,"Abstract, Abstract, Abstract, IEEE Terms, IEEE Terms","backpropagation, machine learning, clustering, supervised learning, supervised learning","Abstract, Abstract, Abstract, IEEE Terms, IEEE Terms","backpropagation, machine learning, clustering, supervised learning, supervised learning"
10.1109/ISCAS45731.2020.9180512,Metaplasticity in Multistate Memristor Synaptic Networks,Abstract,neural network,Abstract,neural network
10.1109/ISCAS45731.2020.9180513,A Spiking Recurrent Neural Network with Phase Change Memory Synapses for Decision Making,"Document Title, Document Title, Abstract, Author Keywords, Author Keywords","neural network, recurrent neural network, recall, neural network, recurrent neural network","Document Title, Document Title, Abstract, Author Keywords, Author Keywords","neural network, recurrent neural network, recall, neural network, recurrent neural network"
10.1109/ISCAS45731.2020.9180514,Towards Hardware Optimal Neural Network Selection with Multi-Objective Genetic Search,"Document Title, Abstract","neural network, neural network","Document Title, Abstract","neural network, neural network"
10.1109/ISCAS45731.2020.9180521,Performing Stochastic Computation Deterministically,Abstract,precision,Abstract,precision
10.1109/ISCAS45731.2020.9180528,LSTM-Based Viewpoint Prediction for Multi-Quality Tiled Video Coding in Virtual Reality Streaming,"Abstract, Author Keywords","long short-term memory, long short-term memory","Abstract, Author Keywords","long short-term memory, long short-term memory"
10.1109/ISCAS45731.2020.9180529,Towards Semantically Scalable Image Coding using Semantic Map,"Abstract, Abstract, Abstract","neural network, recurrent neural network, generative adversarial network","Abstract, Abstract, Abstract","neural network, recurrent neural network, generative adversarial network"
10.1109/ISCAS45731.2020.9180543,A 52dB Spurious-Free Dynamic Range Ku-Band LNA-Mixer in a 130nm SiGe BiCMOS Process,"Abstract, Author Keywords","transformer, transformer","Abstract, Author Keywords","transformer, transformer"
10.1109/ISCAS45731.2020.9180545,Towards Strong AI with Analog Neural Chips,IEEE Terms,neural network,IEEE Terms,neural network
10.1109/ISCAS45731.2020.9180548,Towards Efficient On-Chip Learning using Equilibrium Propagation,"Abstract, Abstract, Author Keywords, Author Keywords","backpropagation, deep learning, neural network, deep neural network","Abstract, Abstract, Author Keywords, Author Keywords","backpropagation, deep learning, neural network, deep neural network"
10.1109/ISCAS45731.2020.9180549,Memristor Overwrite Logic (MOL) for Energy-Efficient In-Memory DNN,"Abstract, Author Keywords, Author Keywords","neural network, neural network, deep neural network","Abstract, Author Keywords, Author Keywords","neural network, neural network, deep neural network"
10.1109/ISCAS45731.2020.9180556,RF-Rate Hybrid CNN Accelerator Based on Analog-CMOS and Xilinx RFSoC,"Document Title, Abstract, Abstract, Abstract, Abstract, IEEE Terms","cnn, deep learning, cnn, machine learning, precision, machine learning","Document Title, Abstract, Abstract, Abstract, Abstract, IEEE Terms","cnn, deep learning, cnn, machine learning, precision, machine learning"
10.1109/ISCAS45731.2020.9180572,A Tunable CMOS Thyristor-Based Pulse Generator for Integrated Sensor Interface Applications,Abstract,precision,Abstract,precision
10.1109/ISCAS45731.2020.9180576,gm/ID Design Considerations for Subthreshold-Based CMOS Two-Stage Operational Amplifiers,Abstract,precision,Abstract,precision
10.1109/ISCAS45731.2020.9180580,Model Reverse-Engineering Attack using Correlation Power Analysis against Systolic Array Based Neural Network Accelerator,"Document Title, Abstract, Abstract","neural network, neural network, deep neural network","Document Title, Abstract, Abstract","neural network, neural network, deep neural network"
10.1109/ISCAS45731.2020.9180584,An N × N Multiplier-Based Multi-Bit Strong PUF using Path Delay Extraction,Abstract,machine learning,Abstract,machine learning
10.1109/ISCAS45731.2020.9180589,Simulation and Formal: The Best of Both Domains for Instruction Set Verification of RISC-V Based Processors,Abstract,test set,Abstract,test set
10.1109/ISCAS45731.2020.9180590,Unified Characterization Platform for Emerging NVM Technology: Neural Network Application Benchmarking using off-the-Shelf NVM Chips,"Document Title, Abstract","neural network, neural network","Document Title, Abstract","neural network, neural network"
10.1109/ISCAS45731.2020.9180600,An Efficient Gradient Boosting Approach for PVT Aware Estimation of Leakage Power and Propagation Delay in CMOS/FinFET Digital Cells,"Document Title, Abstract, Author Keywords, Author Keywords","gradient boosting, gradient boosting, machine learning, gradient boosting","Document Title, Abstract, Author Keywords, Author Keywords","gradient boosting, gradient boosting, machine learning, gradient boosting"
10.1109/ISCAS45731.2020.9180608,Dynamics of Time-Domain Power-Elastic Circuits for Pervasive Machine Learning,"Document Title, Abstract, Abstract, Author Keywords","machine learning, neural network, machine learning, machine learning","Document Title, Abstract, Abstract, Author Keywords","machine learning, neural network, machine learning, machine learning"
10.1109/ISCAS45731.2020.9180615,Machine Learning for Respiratory Detection Via UWB Radar Sensor,"Document Title, Abstract, Author Keywords, IEEE Terms","machine learning, machine learning, machine learning, machine learning","Document Title, Abstract, Author Keywords, IEEE Terms","machine learning, machine learning, machine learning, machine learning"
10.1109/ISCAS45731.2020.9180623,Self Calibration of Wide Dynamic Range Bias Current Generators,Abstract,precision,Abstract,precision
10.1109/ISCAS45731.2020.9180624,A Compact and Accuracy-Reconfigurable Univariate RBF Kernel Based on Stochastic Logic,Abstract,mean absolute error,Abstract,mean absolute error
10.1109/ISCAS45731.2020.9180625,An FPGA-Based Hybrid Neural Network Accelerator for Embedded Satellite Image Classification,"Document Title, Abstract, Author Keywords","neural network, neural network, machine learning","Document Title, Abstract, Author Keywords","neural network, neural network, machine learning"
10.1109/ISCAS45731.2020.9180627,Emergence of Gabor-Like Receptive Fields in a Recurrent Network of Mixed-Signal Silicon Neurons,"Abstract, Abstract","neural network, recurrent neural network","Abstract, Abstract","neural network, recurrent neural network"
10.1109/ISCAS45731.2020.9180628,Visual Pattern Recognition with on On-Chip Learning: Towards a Fully Neuromorphic Approach,"Abstract, Abstract","neural network, spiking neural network","Abstract, Abstract","neural network, spiking neural network"
10.1109/ISCAS45731.2020.9180629,Scalable Block-Based Spiking Neural Network Hardware with a Multiplierless Neuron Model,"Document Title, Document Title, Author Keywords, Author Keywords","neural network, spiking neural network, neural network, spiking neural network","Document Title, Document Title, Author Keywords, Author Keywords","neural network, spiking neural network, neural network, spiking neural network"
10.1109/ISCAS45731.2020.9180630,Exploring Spiking Neural Networks for Prediction of Traffic Congestion in Networks-on-Chip,"Abstract, Abstract","neural network, spiking neural network","Abstract, Abstract","neural network, spiking neural network"
10.1109/ISCAS45731.2020.9180634,MuBiNN: Multi-Level Binarized Recurrent Neural Network for EEG Signal Classification,"Document Title, Document Title, Abstract","neural network, recurrent neural network, precision","Document Title, Document Title, Abstract","neural network, recurrent neural network, precision"
10.1109/ISCAS45731.2020.9180635,A Transcranial Alternating Current Stimulator for Neural Entrainment,Author Affiliations,ann,Author Affiliations,ann
10.1109/ISCAS45731.2020.9180636,CardioNet: Deep Learning Framework for Prediction of CVD Risk Factors,"Document Title, Abstract, Abstract, Abstract, Abstract, Author Keywords, Author Keywords, Author Keywords, IEEE Terms","deep learning, neural network, convolutional neural network, deep learning, feature selection, neural network, convolutional neural network, deep learning, machine learning","Document Title, Abstract, Abstract, Abstract, Abstract, Author Keywords, Author Keywords, Author Keywords, IEEE Terms","deep learning, neural network, convolutional neural network, deep learning, feature selection, neural network, convolutional neural network, deep learning, machine learning"
10.1109/ISCAS45731.2020.9180642,Dynamic Firing on Static Analog/Digital Neuron Circuits with Resistive Synapses for Time-Series Neural Network,Document Title,neural network,Document Title,neural network
10.1109/ISCAS45731.2020.9180665,Reconfigurable 2T2R ReRAM with Split Word-Lines for TCAM Operation and In-Memory Computing,Abstract,machine learning,Abstract,machine learning
10.1109/ISCAS45731.2020.9180670,AVAC: A Machine Learning Based Adaptive RRAM Variability-Aware Controller for Edge Devices,"Document Title, Abstract, IEEE Terms","machine learning, machine learning, machine learning","Document Title, Abstract, IEEE Terms","machine learning, machine learning, machine learning"
10.1109/ISCAS45731.2020.9180682,Live Demonstration: Low-Power and High-Speed Deep FPGA Inference Engines for Weed Classification at the Edge,"Abstract, Author Keywords","test set, machine learning","Abstract, Author Keywords","test set, machine learning"
10.1109/ISCAS45731.2020.9180686,Live Demonstration: An Intelligent Scalp Diagnosis System using Deep Learning for Scalp Healthcare,"Document Title, Abstract","deep learning, deep learning","Document Title, Abstract","deep learning, deep learning"
10.1109/ISCAS45731.2020.9180687,"S4oC: A Self-Optimizing, Self-Adapting Secure System-on-Chip Design Framework to Tackle Unknown Threats — A Network Theoretic, Learning Approach","Abstract, Abstract, Author Keywords","reinforcement learning, clustering, machine learning","Abstract, Abstract, Author Keywords","reinforcement learning, clustering, machine learning"
10.1109/ISCAS45731.2020.9180693,Background Calibration of Time-Interleaved ADC for Optical Coherent Receivers using Error Backpropagation Techniques,"Document Title, Abstract, Abstract","backpropagation, backpropagation, machine learning","Document Title, Abstract, Abstract","backpropagation, backpropagation, machine learning"
10.1109/ISCAS45731.2020.9180694,Backpropagation-Based Background Compensation of Frequency Interleaved ADC for Coherent Optical Receivers,"Document Title, Abstract, IEEE Terms","backpropagation, backpropagation, backpropagation","Document Title, Abstract, IEEE Terms","backpropagation, backpropagation, backpropagation"
10.1109/ISCAS45731.2020.9180701,MC2RAM: Markov Chain Monte Carlo Sampling in SRAM for Fast Bayesian Inference,"Abstract, Abstract","gaussian mixture model, gmm","Abstract, Abstract","gaussian mixture model, gmm"
10.1109/ISCAS45731.2020.9180703,ASIC Implementation of a Pre-Trained Neural Network for ECG Feature Extraction,"Document Title, Abstract, Abstract, Author Keywords, Author Keywords","neural network, neural network, recurrent neural network, neural network, multi-layer perceptron","Document Title, Abstract, Abstract, Author Keywords, Author Keywords","neural network, neural network, recurrent neural network, neural network, multi-layer perceptron"
10.1109/ISCAS45731.2020.9180704,VLSI Design of Tree-Based Inference for Low-Power Learning Applications,"Abstract, Author Keywords, Author Keywords","machine learning, machine learning, decision tree","Abstract, Author Keywords, Author Keywords","machine learning, machine learning, decision tree"
10.1109/ISCAS45731.2020.9180708,RNN-Based Detection of Fault Attacks on RSA,"Abstract, Abstract","neural network, recurrent neural network","Abstract, Abstract","neural network, recurrent neural network"
10.1109/ISCAS45731.2020.9180717,A Quad-Output Elastic Switched Capacitor Converter and Per-Core LDO with 87% Power Efficiency and 2.5× Core-Frequency Range Improvement,Abstract,dropout,Abstract,dropout
10.1109/ISCAS45731.2020.9180722,A Hybrid FeMFET-CMOS Analog Synapse Circuit for Neural Network Training and Inference,"Document Title, Document Title, Abstract","neural network, neural network training, precision","Document Title, Document Title, Abstract","neural network, neural network training, precision"
10.1109/ISCAS45731.2020.9180724,A Low Voltage Discriminant Circuit for Pattern Recognition Exploiting the Asymmetrical Characteristics of Tunnel FET,"Abstract, Author Keywords","machine learning, machine learning","Abstract, Author Keywords","machine learning, machine learning"
10.1109/ISCAS45731.2020.9180728,An Inference Hardware Accelerator for EEG-Based Emotion Detection,"Abstract, Abstract","neural network, convolutional neural network","Abstract, Abstract","neural network, convolutional neural network"
10.1109/ISCAS45731.2020.9180729,A Multi-Feature Nonlinear-SVM Seizure Detection Algorithm with Patient-Specific Channel Selection and Feature Customization,"Document Title, Abstract, Abstract","svm, dimensionality reduction, svm","Document Title, Abstract, Abstract","svm, dimensionality reduction, svm"
10.1109/ISCAS45731.2020.9180731,Unsupervised Multiple Granularities Attention-Attribute Learning for Person Re-Identification,"Author Keywords, IEEE Terms","unsupervised learning, unsupervised learning","Author Keywords, IEEE Terms","unsupervised learning, unsupervised learning"
10.1109/ISCAS45731.2020.9180732,A Quad Joint Relational Feature for 3D Skeletal Action Recognition with Circular CNNs,"Abstract, Abstract, Abstract, IEEE Terms","neural network, convolutional neural network, batch normalization, machine learning","Abstract, Abstract, Abstract, IEEE Terms","neural network, convolutional neural network, batch normalization, machine learning"
10.1109/ISCAS45731.2020.9180733,Improving InSAR Image Quality and Co-Registration through CNN-Based Super-Resolution,Document Title,cnn,Document Title,cnn
10.1109/ISCAS45731.2020.9180734,A Convolutional Neural Network for Classification of Nerve Activity Based on Action Potential Induced Neurochemical Signatures,"Document Title, Document Title, Abstract, Abstract, Abstract, Abstract","neural network, convolutional neural network, neural network, convolutional neural network, cnn, feature engineering","Document Title, Document Title, Abstract, Abstract, Abstract, Abstract","neural network, convolutional neural network, neural network, convolutional neural network, cnn, feature engineering"
10.1109/ISCAS45731.2020.9180736,A 120 dB Dynamic Range Logarithmic Multispectral Imager for Near-Infrared Fluorescence Image-Guided Surgery,Abstract,precision,Abstract,precision
10.1109/ISCAS45731.2020.9180740,Terrain Classification with a Reservoir-Based Network of Spiking Neurons,"Abstract, Abstract, Abstract, Abstract, Abstract","neural network, spiking neural network, recurrent layer, support vector machine, svm","Abstract, Abstract, Abstract, Abstract, Abstract","neural network, spiking neural network, recurrent layer, support vector machine, svm"
10.1109/ISCAS45731.2020.9180742,Low-Cost Reservoir Computing using Cellular Automata and Random Forests,Abstract,random forest,Abstract,random forest
10.1109/ISCAS45731.2020.9180744,Accurate and Energy-Efficient Implementation of Non-Linear Adder in Parallel Stochastic Computing using Sorting Network,"Abstract, Abstract","neural network, activation functions","Abstract, Abstract","neural network, activation functions"
10.1109/ISCAS45731.2020.9180750,Single Image Dehazing using a Novel Histogram Tranformation Network,"Abstract, Author Keywords","deep learning, deep learning","Abstract, Author Keywords","deep learning, deep learning"
10.1109/ISCAS45731.2020.9180751,Deep Lightening Network for Low-Light Image Enhancement,Author Keywords,deep learning,Author Keywords,deep learning
10.1109/ISCAS45731.2020.9180752,MAM: Mixed Attention Module with Random Disruption Augmentation for Image Classification,"Abstract, Abstract","attention mechanism, data augmentation","Abstract, Abstract","attention mechanism, data augmentation"
10.1109/ISCAS45731.2020.9180753,"Memorize, Then Recall: A Generative Framework for Low Bit-Rate Surveillance Video Compression","Document Title, Abstract, Abstract, Abstract, Author Keywords","recall, neural network, recurrent neural network, attention mechanism, generative adversarial network","Document Title, Abstract, Abstract, Abstract, Author Keywords","recall, neural network, recurrent neural network, attention mechanism, generative adversarial network"
10.1109/ISCAS45731.2020.9180754,Low-Complexity Intra Prediction for Screen Content Coding by Convolutional Neural Network,"Document Title, Document Title, Abstract, Abstract, Abstract, Author Keywords, Author Keywords","neural network, convolutional neural network, neural network, convolutional neural network, cnn, neural network, convolutional neural network","Document Title, Document Title, Abstract, Abstract, Abstract, Author Keywords, Author Keywords","neural network, convolutional neural network, neural network, convolutional neural network, cnn, neural network, convolutional neural network"
10.1109/ISCAS45731.2020.9180757,Mixed Signal Multiply and Adder Parallel Circuit for Deep Learning Convolution Operations,"Document Title, Abstract, Author Keywords, Author Keywords, IEEE Terms","deep learning, deep learning, neural network, deep neural network, machine learning","Document Title, Abstract, Author Keywords, Author Keywords, IEEE Terms","deep learning, deep learning, neural network, deep neural network, machine learning"
10.1109/ISCAS45731.2020.9180763,"Unified Analysis, Modeling, and Simulation of Chopping Artifacts in Continuous-Time Delta-Sigma Modulators",Author Keywords,precision,Author Keywords,precision
10.1109/ISCAS45731.2020.9180768,FPAD: A Multistage Approximation Methodology for Designing Floating Point Approximate Dividers,"Abstract, Abstract","neural network, convolutional neural network","Abstract, Abstract","neural network, convolutional neural network"
10.1109/ISCAS45731.2020.9180769,Hardware Efficient Function Computation Based on Optimized Piecewise Polynomial Approximation,Author Keywords,activation functions,Author Keywords,activation functions
10.1109/ISCAS45731.2020.9180773,On-Chip Embedded Instruments Data Fusion and Life-Time Prognostics of Dependable VLSI-SoCs using Machine-Learning,"Abstract, Abstract, Author Keywords, IEEE Terms","principal component analysis, pca, machine learning, principal component analysis","Abstract, Abstract, Author Keywords, IEEE Terms","principal component analysis, pca, machine learning, principal component analysis"
10.1109/ISCAS45731.2020.9180774,SmartFork: Partitioned Multicast Allocation and Switching in Network-on-Chip Routers,Abstract,machine learning,Abstract,machine learning
10.1109/ISCAS45731.2020.9180776,High Efficiency Fully Integrated On-Chip Regulator for Wide-Range Output Current,Abstract,dropout,Abstract,dropout
10.1109/ISCAS45731.2020.9180801,A Process-Variation Robust RRAM-Compatible CMOS Neuron for Neuromorphic System-on-a-Chip,"Abstract, Abstract, Abstract, Author Keywords, Author Keywords","artificial neural network, neural network, ann, transfer learning, transfer learning","Abstract, Abstract, Abstract, Author Keywords, Author Keywords","artificial neural network, neural network, ann, transfer learning, transfer learning"
10.1109/ISCAS45731.2020.9180802,RSSI Amplifier Design for a Feature Extraction Technique to Detect Seizures with Analog Computing,"Abstract, Abstract, Author Keywords","machine learning, precision, machine learning","Abstract, Abstract, Author Keywords","machine learning, precision, machine learning"
10.1109/ISCAS45731.2020.9180808,Analog Weight Updates with Compliance Current Modulation of Binary ReRAMs for On-Chip Learning,Abstract,test set,Abstract,test set
10.1109/ISCAS45731.2020.9180809,Self Tuning Stochastic Weighted Neural Networks,"Abstract, Author Keywords","neural network, neural network","Abstract, Author Keywords","neural network, neural network"
10.1109/ISCAS45731.2020.9180810,MemTorch: A Simulation Framework for Deep Memristive Cross-Bar Architectures,"Abstract, Abstract, Author Keywords","deep learning, machine learning, deep learning","Abstract, Abstract, Author Keywords","deep learning, machine learning, deep learning"
10.1109/ISCAS45731.2020.9180812,File Classification Based on Spiking Neural Networks,"Abstract, Abstract, IEEE Terms, IEEE Terms","backpropagation, machine learning, backpropagation, machine learning","Abstract, Abstract, IEEE Terms, IEEE Terms","backpropagation, machine learning, backpropagation, machine learning"
10.1109/ISCAS45731.2020.9180815,Detecting Phishing Scams on Ethereum Based on Transaction Records,"Abstract, Abstract","support vector machine, svm","Abstract, Abstract","support vector machine, svm"
10.1109/ISCAS45731.2020.9180818,Directly Obtaining Matching Points without Keypoints for Image Stitching,"Abstract, Abstract, Author Keywords","neural network, cnn, neural network","Abstract, Abstract, Author Keywords","neural network, cnn, neural network"
10.1109/ISCAS45731.2020.9180820,Deep Learning with Augmented Kalman Filter for Single-Channel Speech Enhancement,"Document Title, Abstract, Abstract, IEEE Terms","deep learning, deep residual network, deep learning, machine learning","Document Title, Abstract, Abstract, IEEE Terms","deep learning, deep residual network, deep learning, machine learning"
10.1109/ISCAS45731.2020.9180822,EFFRBNet: A Deep Super Resolution Network using Edge-Assisted Feature Fusion Residual Blocks,Author Keywords,deep learning,Author Keywords,deep learning
10.1109/ISCAS45731.2020.9180823,Fully Optimized Convolutional Neural Network Based on Small-Scale Crowd,"Document Title, Document Title, Abstract, Abstract, Abstract, Author Keywords, Author Keywords, Author Keywords, IEEE Terms","neural network, convolutional neural network, neural network, convolutional neural network, cnn, neural network, convolutional neural network, machine learning, machine learning","Document Title, Document Title, Abstract, Abstract, Abstract, Author Keywords, Author Keywords, Author Keywords, IEEE Terms","neural network, convolutional neural network, neural network, convolutional neural network, cnn, neural network, convolutional neural network, machine learning, machine learning"
10.1109/ISCAS45731.2020.9180824,Multilayer Probabilistic Knowledge Transfer for Learning Image Representations,Abstract,neural network,Abstract,neural network
10.1109/ISCAS45731.2020.9180825,Computerized Logo Synthesis with Wavelets-Enhanced Adversarial Learning,"Abstract, Author Keywords","clustering, deep learning","Abstract, Author Keywords","clustering, deep learning"
10.1109/ISCAS45731.2020.9180826,Computation-Affordable Recognition System for Activity Identification using a Smart Phone at Home,"Abstract, Author Keywords, Author Keywords, Author Keywords, Author Keywords","gated recurrent unit, neural network, deep neural network, recurrent neural network, gated recurrent unit","Abstract, Author Keywords, Author Keywords, Author Keywords, Author Keywords","gated recurrent unit, neural network, deep neural network, recurrent neural network, gated recurrent unit"
10.1109/ISCAS45731.2020.9180836,HBUCNNA: Hybrid Binary-Unary Convolutional Neural Network Accelerator,"Document Title, Document Title, Abstract, Abstract, Author Keywords","neural network, convolutional neural network, batch normalization, cnn, cnn","Document Title, Document Title, Abstract, Abstract, Author Keywords","neural network, convolutional neural network, batch normalization, cnn, cnn"
10.1109/ISCAS45731.2020.9180837,Deterministic Finite State Machines for Stochastic Division in Unipolar Format,"Abstract, Abstract","machine learning, mean absolute error","Abstract, Abstract","machine learning, mean absolute error"
10.1109/ISCAS45731.2020.9180841,PointNet on FPGA for Real-Time LiDAR Point Cloud Processing,Abstract,deep learning,Abstract,deep learning
10.1109/ISCAS45731.2020.9180842,A Unified Hardware Architecture for Convolutions and Deconvolutions in CNN,"Document Title, Abstract","cnn, neural network","Document Title, Abstract","cnn, neural network"
10.1109/ISCAS45731.2020.9180843,Accelerating Tiny YOLOv3 using FPGA-Based Hardware/Software Co-Design,Abstract,cnn,Abstract,cnn
